Date,0,1
6-Jan-16,1.0,3.0
6-Jan-17,3.0,6.0
6-Jan-18,3.0,
6-Jul-15,1.0,1.0
6-Jul-16,2.0,4.0
6-Jul-17,4.0,4.0
6-Jun-16,1.0,5.0
6-Jun-17,4.0,6.0
6-Mar-16,1.0,1.0
6-Mar-17,1.0,9.0
6-May-16,2.0,4.0
6-May-17,,2.0
6-Nov-15,1.0,1.0
6-Nov-16,1.0,1.0
6-Nov-17,3.0,12.0
6-Oct-15,4.0,4.0
6-Oct-16,2.0,4.0
6-Oct-17,4.0,10.0
6-Sep-15,1.0,
6-Sep-16,4.0,3.0
6-Sep-17,6.0,7.0
7-Apr-16,2.0,4.0
7-Apr-17,5.0,2.0
7-Aug-15,2.0,3.0
7-Aug-16,,1.0
7-Aug-17,4.0,9.0
7-Dec-15,2.0,4.0
7-Dec-16,3.0,4.0
7-Dec-17,8.0,8.0
7-Feb-16,2.0,1.0
7-Feb-17,6.0,3.0
7-Feb-18,11.0,8.0
7-Jan-16,2.0,3.0
7-Jan-17,4.0,
7-Jan-18,3.0,
7-Jul-15,1.0,6.0
7-Jul-16,,7.0
7-Jul-17,8.0,2.0
7-Jun-16,1.0,4.0
7-Jun-17,2.0,6.0
7-Mar-16,2.0,4.0
7-Mar-17,2.0,6.0
7-May-16,2.0,
7-May-17,1.0,1.0
7-Nov-15,1.0,
7-Nov-16,3.0,4.0
7-Nov-17,5.0,10.0
7-Oct-15,3.0,1.0
7-Oct-16,3.0,2.0
7-Oct-17,1.0,1.0
7-Sep-15,1.0,2.0
7-Sep-16,4.0,4.0
7-Sep-17,6.0,8.0
